ite,tExecS,MediaTCumulativa,Acuracia,MediaAcCumulativa
290,8.89843487739563,8.58838688916173,0.996685664302213,0.996429401232796
291,8.20290207862854,8.58706219909117,0.996555824347042,0.996429835676488
292,8.90520572662354,8.58815173171971,0.996282477072997,0.996429331023736
293,8.79347848892212,8.58885250563508,0.996405483346317,0.996429249632346
294,8.31173896789551,8.58790994258154,0.99617313816338,0.9964283785049
295,8.57520151138306,8.58786686315375,0.996364481255211,0.996428161904054
296,8.42259430885315,8.58730850992976,0.996473820164828,0.996428316154935
297,8.9266505241394,8.58845107563417,0.996644662211106,0.996429044592834
298,8.22075819969177,8.58721720692295,0.996617327483702,0.996429676414616
299,8.6018054485321,8.58726599702867,0.996651495892957,0.996430418285781
300,8.28915858268738,8.58627230564753,0.996501154892233,0.996430654074469
301,8.87815594673157,8.58724201874083,0.996275643391146,0.99643013908881
302,8.89490032196045,8.58826075484421,0.996302978118551,0.996429718025995
303,8.92107939720154,8.58935916620513,0.996617327483702,0.996430337199122
304,8.1769654750824,8.58800260801064,0.996603660119999,0.996430907340309
305,8.2368528842926,8.58685129744108,0.996603660119999,0.996431473742866
306,9.03679347038269,8.58832169669905,0.996432818073722,0.996431478136104
307,8.17701172828674,8.58698192481498,0.996453319119275,0.996431549279372
308,8.91960191726685,8.5880618598554,0.996617327483702,0.99643215245536
309,9.06029152870178,8.58959011121089,0.996343980209657,0.996431867108286
310,8.92642903327942,8.59067668837886,0.996309811800402,0.996431473381487
311,8.96058821678162,8.5918661145152,0.996405483346317,0.996431389812242
312,8.62410593032837,8.59196944725819,0.996384982300764,0.996431241070218
313,8.80011057853699,8.59263443489806,0.996665163256659,0.996431988425446
314,8.17902278900146,8.59131720035699,0.996514822255935,0.996432252227454
315,8.89312982559204,8.59227533567519,0.996569491710744,0.996432687908353
316,8.25403618812561,8.59120495862599,0.996289310754849,0.996432234183184
317,8.92349028587341,8.59225317732393,0.996535323301488,0.99643255938545
318,8.22707104682922,8.59110480584438,0.996446485437424,0.996432603178066
319,8.3065664768219,8.59021283616093,0.996712999029617,0.996433482161927
320,8.2914662361145,8.58927925303578,0.996494321210382,0.996433672283953
321,7.93695211410522,8.58724708126342,0.994321210381729,0.996427091405753
322,8.23508667945862,8.5861534154193,0.996712999029617,0.996427979317628
323,8.81838464736938,8.58687239756156,0.99605013189006,0.996426809511351
324,8.36283683776855,8.58618092978442,0.996514822255935,0.996427081155625
325,8.37926125526428,8.58554425386282,0.996501154892233,0.996427309074814
326,9.01990699768066,8.58687665491748,0.996521655937786,0.996427598482369
327,8.89243245124817,8.58781107631298,0.996542156983339,0.996427948814177
328,8.44171285629272,8.58736565491048,0.996337146527806,0.996427671977938
329,8.39625406265259,8.58678476861183,0.996877007394044,0.996429037739081
330,8.23921656608582,8.58573153163448,0.996624161165553,0.996429629022191
331,8.7722053527832,8.58629489665305,0.996685664302213,0.996430402542675
